implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 2 (MM-1D),3600,2400,3000,1,59.554600,1.000000,1.075291,59.554600,0,ok,mpirun -np 1 ./bin/mm_1d 3600 2400 3000,Local Matrix Multiplication Compute Time: 59.295 seconds Total Runtime: 59.5546 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,3000,1,59.723474,1.000000,1.072251,59.723474,0,ok,mpirun -np 1 ./bin/mm_2d 3600 2400 3000,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x3000), C(3600x3000) Parallel Time: 59.723474 seconds",8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,3000,4,64.038538,1.000000,1.000000,64.038538,0,ok,./bin/mm_serial 3600 2400 3000,Time: 64.038538 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,3000,4,16.206200,3.674803,3.951484,64.824800,0,ok,mpirun -np 4 ./bin/mm_1d 3600 2400 3000,Local Matrix Multiplication Compute Time: 15.935 seconds Total Runtime: 16.2062 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,3000,4,16.304494,3.663007,3.927662,65.217976,0,ok,mpirun -np 4 ./bin/mm_2d 3600 2400 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x3000), C(3600x3000) Parallel Time: 16.304494 seconds",8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,3000,9,64.038538,1.000000,1.000000,64.038538,0,ok,./bin/mm_serial 3600 2400 3000,Time: 64.038538 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,3000,9,9.246840,6.440535,6.925451,83.221560,0,ok,mpirun -np 9 ./bin/mm_1d 3600 2400 3000,Local Matrix Multiplication Compute Time: 8.85815 seconds Total Runtime: 9.24684 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,3000,9,9.063893,6.589164,7.065235,81.575037,0,ok,mpirun -np 9 ./bin/mm_2d 3600 2400 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x3000), C(3600x3000) Parallel Time: 9.063893 seconds",8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,3000,16,64.038538,1.000000,1.000000,64.038538,0,ok,./bin/mm_serial 3600 2400 3000,Time: 64.038538 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,3000,16,6.944410,8.575905,9.221595,111.110560,0,ok,mpirun -np 16 ./bin/mm_1d 3600 2400 3000,Local Matrix Multiplication Compute Time: 6.31656 seconds Total Runtime: 6.94441 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,3000,16,6.472812,9.226820,9.893465,103.564992,0,ok,mpirun -np 16 ./bin/mm_2d 3600 2400 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x3000), C(3600x3000) Parallel Time: 6.472812 seconds",8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,3000,25,64.038538,1.000000,1.000000,64.038538,0,ok,./bin/mm_serial 3600 2400 3000,Time: 64.038538 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,3000,25,7.897130,7.541297,8.109090,197.428250,0,ok,mpirun -np 25 ./bin/mm_1d 3600 2400 3000,Local Matrix Multiplication Compute Time: 5.76436 seconds Total Runtime: 7.89713 seconds,8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,3000,25,4.611946,12.949734,13.885362,115.298650,0,ok,mpirun -np 25 ./bin/mm_2d 3600 2400 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x3000), C(3600x3000) Parallel Time: 4.611946 seconds",8640000,7200000,10800000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,3600,1,99.037575,1.000000,1.000000,99.037575,0,ok,./bin/mm_serial 3600 2400 3600,Time: 99.037575 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,2400,3600,1,98.823300,1.000000,1.002168,98.823300,0,ok,mpirun -np 1 ./bin/mm_1d 3600 2400 3600,Local Matrix Multiplication Compute Time: 98.6032 seconds Total Runtime: 98.8233 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,2400,3600,1,98.720649,1.000000,1.003210,98.720649,0,ok,mpirun -np 1 ./bin/mm_2d 3600 2400 3600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x3600), C(3600x3600) Parallel Time: 98.720649 seconds",8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 1 (Serial),3600,2400,3600,4,99.037575,1.000000,1.000000,99.037575,0,ok,./bin/mm_serial 3600 2400 3600,Time: 99.037575 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,2400,3600,4,25.823800,3.826830,3.835128,103.295200,0,ok,mpirun -np 4 ./bin/mm_1d 3600 2400 3600,Local Matrix Multiplication Compute Time: 25.4831 seconds Total Runtime: 25.8238 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,2400,3600,4,17.224096,5.731543,5.749943,68.896384,0,ok,mpirun -np 4 ./bin/mm_2d 3600 2400 3600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x3600), C(3600x3600) Parallel Time: 17.224096 seconds",8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 1 (Serial),3600,2400,3600,9,99.037575,1.000000,1.000000,99.037575,0,ok,./bin/mm_serial 3600 2400 3600,Time: 99.037575 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,2400,3600,9,12.588600,7.850222,7.867243,113.297400,0,ok,mpirun -np 9 ./bin/mm_1d 3600 2400 3600,Local Matrix Multiplication Compute Time: 12.242 seconds Total Runtime: 12.5886 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,2400,3600,9,8.779794,11.244073,11.280171,79.018146,0,ok,mpirun -np 9 ./bin/mm_2d 3600 2400 3600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x3600), C(3600x3600) Parallel Time: 8.779794 seconds",8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 1 (Serial),3600,2400,3600,16,99.037575,1.000000,1.000000,99.037575,0,ok,./bin/mm_serial 3600 2400 3600,Time: 99.037575 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,2400,3600,16,7.926240,12.467866,12.494900,126.819840,0,ok,mpirun -np 16 ./bin/mm_1d 3600 2400 3600,Local Matrix Multiplication Compute Time: 7.41273 seconds Total Runtime: 7.92624 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,2400,3600,16,5.187707,19.029727,19.090819,83.003312,0,ok,mpirun -np 16 ./bin/mm_2d 3600 2400 3600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x3600), C(3600x3600) Parallel Time: 5.187707 seconds",8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 1 (Serial),3600,2400,3600,25,99.037575,1.000000,1.000000,99.037575,0,ok,./bin/mm_serial 3600 2400 3600,Time: 99.037575 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 2 (MM-1D),3600,2400,3600,25,8.832820,11.188194,11.212453,220.820500,0,ok,mpirun -np 25 ./bin/mm_1d 3600 2400 3600,Local Matrix Multiplication Compute Time: 7.87671 seconds Total Runtime: 8.83282 seconds,8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 3 (MM-2D),3600,2400,3600,25,5.082308,19.424374,19.486732,127.057700,0,ok,mpirun -np 25 ./bin/mm_2d 3600 2400 3600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x3600), C(3600x3600) Parallel Time: 5.082308 seconds",8640000,8640000,12960000,62208000000,1,0,0,square_outer
Implementation 1 (Serial),3600,2400,4200,1,77.864871,1.000000,1.000000,77.864871,0,ok,./bin/mm_serial 3600 2400 4200,Time: 77.864871 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,2400,4200,1,74.693700,1.000000,1.042456,74.693700,0,ok,mpirun -np 1 ./bin/mm_1d 3600 2400 4200,Local Matrix Multiplication Compute Time: 74.446 seconds Total Runtime: 74.6937 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,2400,4200,1,74.600416,1.000000,1.043759,74.600416,0,ok,mpirun -np 1 ./bin/mm_2d 3600 2400 4200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x4200), C(3600x4200) Parallel Time: 74.600416 seconds",8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,2400,4200,4,77.864871,1.000000,1.000000,77.864871,0,ok,./bin/mm_serial 3600 2400 4200,Time: 77.864871 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,2400,4200,4,19.775700,3.777045,3.937402,79.102800,0,ok,mpirun -np 4 ./bin/mm_1d 3600 2400 4200,Local Matrix Multiplication Compute Time: 19.4986 seconds Total Runtime: 19.7757 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,2400,4200,4,21.054788,3.543157,3.698203,84.219152,0,ok,mpirun -np 4 ./bin/mm_2d 3600 2400 4200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x4200), C(3600x4200) Parallel Time: 21.054788 seconds",8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,2400,4200,9,77.864871,1.000000,1.000000,77.864871,0,ok,./bin/mm_serial 3600 2400 4200,Time: 77.864871 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,2400,4200,9,10.023900,7.451561,7.767922,90.215100,0,ok,mpirun -np 9 ./bin/mm_1d 3600 2400 4200,Local Matrix Multiplication Compute Time: 9.61211 seconds Total Runtime: 10.0239 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,2400,4200,9,10.119862,7.371683,7.694262,91.078758,0,ok,mpirun -np 9 ./bin/mm_2d 3600 2400 4200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x4200), C(3600x4200) Parallel Time: 10.119862 seconds",8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,2400,4200,16,77.864871,1.000000,1.000000,77.864871,0,ok,./bin/mm_serial 3600 2400 4200,Time: 77.864871 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,2400,4200,16,6.684870,11.173546,11.647926,106.957920,0,ok,mpirun -np 16 ./bin/mm_1d 3600 2400 4200,Local Matrix Multiplication Compute Time: 6.09509 seconds Total Runtime: 6.68487 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,2400,4200,16,7.066628,10.556720,11.018674,113.066048,0,ok,mpirun -np 16 ./bin/mm_2d 3600 2400 4200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x4200), C(3600x4200) Parallel Time: 7.066628 seconds",8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,2400,4200,25,77.864871,1.000000,1.000000,77.864871,0,ok,./bin/mm_serial 3600 2400 4200,Time: 77.864871 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 2 (MM-1D),3600,2400,4200,25,8.798420,8.489445,8.849870,219.960500,0,ok,mpirun -np 25 ./bin/mm_1d 3600 2400 4200,Local Matrix Multiplication Compute Time: 7.86661 seconds Total Runtime: 8.79842 seconds,8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 3 (MM-2D),3600,2400,4200,25,6.178920,12.073375,12.601696,154.473000,0,ok,mpirun -np 25 ./bin/mm_2d 3600 2400 4200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x4200), C(3600x4200) Parallel Time: 6.178920 seconds",8640000,10080000,15120000,72576000000,0,0,1,q_dominant
Implementation 1 (Serial),3600,2400,600,1,7.406528,1.000000,1.000000,7.406528,0,ok,./bin/mm_serial 3600 2400 600,Time: 7.406528 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,600,1,6.191910,1.000000,1.196162,6.191910,0,ok,mpirun -np 1 ./bin/mm_1d 3600 2400 600,Local Matrix Multiplication Compute Time: 6.09997 seconds Total Runtime: 6.19191 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,600,1,6.073508,1.000000,1.219481,6.073508,0,ok,mpirun -np 1 ./bin/mm_2d 3600 2400 600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 6.073508 seconds",8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,600,4,7.406528,1.000000,1.000000,7.406528,0,ok,./bin/mm_serial 3600 2400 600,Time: 7.406528 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,600,4,2.271260,2.726200,3.260978,9.085040,0,ok,mpirun -np 4 ./bin/mm_1d 3600 2400 600,Local Matrix Multiplication Compute Time: 2.1798 seconds Total Runtime: 2.27126 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,600,4,1.605948,3.781883,4.611935,6.423792,0,ok,mpirun -np 4 ./bin/mm_2d 3600 2400 600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 1.605948 seconds",8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,600,9,7.406528,1.000000,1.000000,7.406528,0,ok,./bin/mm_serial 3600 2400 600,Time: 7.406528 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,600,9,1.507510,4.107376,4.913087,13.567590,0,ok,mpirun -np 9 ./bin/mm_1d 3600 2400 600,Local Matrix Multiplication Compute Time: 1.39545 seconds Total Runtime: 1.50751 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,600,9,0.862606,7.040883,8.586224,7.763454,0,ok,mpirun -np 9 ./bin/mm_2d 3600 2400 600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.862606 seconds",8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,600,16,7.406528,1.000000,1.000000,7.406528,0,ok,./bin/mm_serial 3600 2400 600,Time: 7.406528 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,600,16,1.013070,6.112026,7.310974,16.209120,0,ok,mpirun -np 16 ./bin/mm_1d 3600 2400 600,Local Matrix Multiplication Compute Time: 0.873856 seconds Total Runtime: 1.01307 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,600,16,0.539295,11.261940,13.733723,8.628720,0,ok,mpirun -np 16 ./bin/mm_2d 3600 2400 600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.539295 seconds",8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,2400,600,25,7.406528,1.000000,1.000000,7.406528,0,ok,./bin/mm_serial 3600 2400 600,Time: 7.406528 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,2400,600,25,1.388190,4.460420,5.335385,34.704750,0,ok,mpirun -np 25 ./bin/mm_1d 3600 2400 600,Local Matrix Multiplication Compute Time: 0.90212 seconds Total Runtime: 1.38819 seconds,8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,2400,600,25,0.632955,9.595482,11.701508,15.823875,0,ok,mpirun -np 25 ./bin/mm_2d 3600 2400 600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x2400), B(2400x600), C(3600x600) Parallel Time: 0.632955 seconds",8640000,1440000,2160000,10368000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1200,1,39.430978,1.000000,1.000000,39.430978,0,ok,./bin/mm_serial 3600 3000 1200,Time: 39.430978 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1200,1,39.650300,1.000000,0.994469,39.650300,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 1200,Local Matrix Multiplication Compute Time: 39.5117 seconds Total Runtime: 39.6503 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1200,1,39.635342,1.000000,0.994844,39.635342,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 1200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x1200), C(3600x1200) Parallel Time: 39.635342 seconds",10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1200,4,39.430978,1.000000,1.000000,39.430978,0,ok,./bin/mm_serial 3600 3000 1200,Time: 39.430978 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1200,4,10.755100,3.686651,3.666259,43.020400,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 1200,Local Matrix Multiplication Compute Time: 10.6086 seconds Total Runtime: 10.7551 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1200,4,3.994112,9.923443,9.872276,15.976448,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 1200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x1200), C(3600x1200) Parallel Time: 3.994112 seconds",10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1200,9,39.430978,1.000000,1.000000,39.430978,0,ok,./bin/mm_serial 3600 3000 1200,Time: 39.430978 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1200,9,5.167790,7.672583,7.630143,46.510110,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 1200,Local Matrix Multiplication Compute Time: 4.97835 seconds Total Runtime: 5.16779 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1200,9,2.150284,18.432608,18.337568,19.352556,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 1200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x1200), C(3600x1200) Parallel Time: 2.150284 seconds",10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1200,16,39.430978,1.000000,1.000000,39.430978,0,ok,./bin/mm_serial 3600 3000 1200,Time: 39.430978 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1200,16,3.382670,11.721599,11.656762,54.122720,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 1200,Local Matrix Multiplication Compute Time: 3.1269 seconds Total Runtime: 3.38267 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1200,16,1.438163,27.559701,27.417600,23.010608,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 1200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x1200), C(3600x1200) Parallel Time: 1.438163 seconds",10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1200,25,39.430978,1.000000,1.000000,39.430978,0,ok,./bin/mm_serial 3600 3000 1200,Time: 39.430978 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1200,25,3.805380,10.419538,10.361903,95.134500,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 1200,Local Matrix Multiplication Compute Time: 3.23303 seconds Total Runtime: 3.80538 seconds,10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1200,25,1.593468,24.873635,24.745384,39.836700,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 1200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x1200), C(3600x1200) Parallel Time: 1.593468 seconds",10800000,3600000,4320000,25920000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1800,1,44.645440,1.000000,1.000000,44.645440,0,ok,./bin/mm_serial 3600 3000 1800,Time: 44.645440 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1800,1,41.498700,1.000000,1.075827,41.498700,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 1800,Local Matrix Multiplication Compute Time: 41.3307 seconds Total Runtime: 41.4987 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1800,1,41.566921,1.000000,1.074062,41.566921,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 1800,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x1800), C(3600x1800) Parallel Time: 41.566921 seconds",10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1800,4,44.645440,1.000000,1.000000,44.645440,0,ok,./bin/mm_serial 3600 3000 1800,Time: 44.645440 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1800,4,10.921500,3.799725,4.087849,43.686000,0,ok,mpirun -np 4 ./bin/mm_1d 3600 3000 1800,Local Matrix Multiplication Compute Time: 10.7284 seconds Total Runtime: 10.9215 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1800,4,8.333378,4.988004,5.357424,33.333512,0,ok,mpirun -np 4 ./bin/mm_2d 3600 3000 1800,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(3600x3000), B(3000x1800), C(3600x1800) Parallel Time: 8.333378 seconds",10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1800,9,44.645440,1.000000,1.000000,44.645440,0,ok,./bin/mm_serial 3600 3000 1800,Time: 44.645440 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1800,9,5.538180,7.493202,8.061392,49.843620,0,ok,mpirun -np 9 ./bin/mm_1d 3600 3000 1800,Local Matrix Multiplication Compute Time: 5.29201 seconds Total Runtime: 5.53818 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1800,9,4.300842,9.664833,10.380628,38.707578,0,ok,mpirun -np 9 ./bin/mm_2d 3600 3000 1800,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(3600x3000), B(3000x1800), C(3600x1800) Parallel Time: 4.300842 seconds",10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1800,16,44.645440,1.000000,1.000000,44.645440,0,ok,./bin/mm_serial 3600 3000 1800,Time: 44.645440 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1800,16,3.583520,11.580429,12.458544,57.336320,0,ok,mpirun -np 16 ./bin/mm_1d 3600 3000 1800,Local Matrix Multiplication Compute Time: 3.24066 seconds Total Runtime: 3.58352 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1800,16,2.948976,14.095374,15.139303,47.183616,0,ok,mpirun -np 16 ./bin/mm_2d 3600 3000 1800,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(3600x3000), B(3000x1800), C(3600x1800) Parallel Time: 2.948976 seconds",10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,1800,25,44.645440,1.000000,1.000000,44.645440,0,ok,./bin/mm_serial 3600 3000 1800,Time: 44.645440 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,1800,25,5.233280,7.929769,8.531063,130.832000,0,ok,mpirun -np 25 ./bin/mm_1d 3600 3000 1800,Local Matrix Multiplication Compute Time: 4.63657 seconds Total Runtime: 5.23328 seconds,10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,1800,25,2.751075,15.109338,16.228362,68.776875,0,ok,mpirun -np 25 ./bin/mm_2d 3600 3000 1800,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(3600x3000), B(3000x1800), C(3600x1800) Parallel Time: 2.751075 seconds",10800000,5400000,6480000,38880000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,2400,1,82.497388,1.000000,1.000000,82.497388,0,ok,./bin/mm_serial 3600 3000 2400,Time: 82.497388 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 2 (MM-1D),3600,3000,2400,1,80.756600,1.000000,1.021556,80.756600,0,ok,mpirun -np 1 ./bin/mm_1d 3600 3000 2400,Local Matrix Multiplication Compute Time: 80.5716 seconds Total Runtime: 80.7566 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 3 (MM-2D),3600,3000,2400,1,80.683062,1.000000,1.022487,80.683062,0,ok,mpirun -np 1 ./bin/mm_2d 3600 3000 2400,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(3600x3000), B(3000x2400), C(3600x2400) Parallel Time: 80.683062 seconds",10800000,7200000,8640000,51840000000,1,0,0,m_dominant
Implementation 1 (Serial),3600,3000,2400,4,82.497388,1.000000,1.000000,82.497388,0,ok,./bin/mm_serial 3600 3000 2400,Time: 82.497388 seconds,10800000,7200000,8640000,51840000000,1,0,0,m_dominant
