implementation,m,n,q,p,seconds,speedup,serial_speedup,cost,exit_code,status,command,raw_output,a_size,b_size,c_size,total_ops,m_dominant,n_dominant,q_dominant,shape_type
Implementation 3 (MM-2D),1200,2400,600,16,0.191795,10.738194,249.599750,3.068720,0,ok,mpirun -np 16 ./bin/mm_2d 1200 2400 600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x2400), B(2400x600), C(1200x600) Parallel Time: 0.191795 seconds",2880000,1440000,720000,3456000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,2400,600,25,47.871984,1.000000,1.000000,47.871984,0,ok,./bin/mm_serial 1200 2400 600,Time: 47.871984 seconds,2880000,1440000,720000,3456000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,2400,600,25,0.507837,4.029344,94.266436,12.695925,0,ok,mpirun -np 25 ./bin/mm_1d 1200 2400 600,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 0.300404 seconds Total Runtime: 0.507837 seconds,2880000,1440000,720000,3456000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,2400,600,25,0.235478,8.746176,203.297055,5.886950,0,ok,mpirun -np 25 ./bin/mm_2d 1200 2400 600,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x2400), B(2400x600), C(1200x600) Parallel Time: 0.235478 seconds",2880000,1440000,720000,3456000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1200,1,14.755614,1.000000,1.000000,14.755614,0,ok,./bin/mm_serial 1200 3000 1200,Time: 14.755614 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1200,1,15.399300,1.000000,0.958200,15.399300,0,ok,mpirun -np 1 ./bin/mm_1d 1200 3000 1200,Local Matrix Multiplication Compute Time: 15.3046 seconds Total Runtime: 15.3993 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1200,1,15.239326,1.000000,0.968259,15.239326,0,ok,mpirun -np 1 ./bin/mm_2d 1200 3000 1200,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x1200), C(1200x1200) Parallel Time: 15.239326 seconds",3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1200,4,14.755614,1.000000,1.000000,14.755614,0,ok,./bin/mm_serial 1200 3000 1200,Time: 14.755614 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1200,4,4.297410,3.583391,3.433606,17.189640,0,ok,mpirun -np 4 ./bin/mm_1d 1200 3000 1200,Local Matrix Multiplication Compute Time: 4.17918 seconds Total Runtime: 4.29741 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1200,4,1.588001,9.596547,9.291943,6.352004,0,ok,mpirun -np 4 ./bin/mm_2d 1200 3000 1200,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x1200), C(1200x1200) Parallel Time: 1.588001 seconds",3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1200,9,14.755614,1.000000,1.000000,14.755614,0,ok,./bin/mm_serial 1200 3000 1200,Time: 14.755614 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1200,9,2.217860,6.943315,6.653086,19.960740,0,ok,mpirun -np 9 ./bin/mm_1d 1200 3000 1200,Local Matrix Multiplication Compute Time: 2.03102 seconds Total Runtime: 2.21786 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1200,9,0.950528,16.032485,15.523597,8.554752,0,ok,mpirun -np 9 ./bin/mm_2d 1200 3000 1200,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x1200), C(1200x1200) Parallel Time: 0.950528 seconds",3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1200,16,14.755614,1.000000,1.000000,14.755614,0,ok,./bin/mm_serial 1200 3000 1200,Time: 14.755614 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1200,16,1.639340,9.393597,9.000948,26.229440,0,ok,mpirun -np 16 ./bin/mm_1d 1200 3000 1200,Local Matrix Multiplication Compute Time: 1.33796 seconds Total Runtime: 1.63934 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1200,16,0.606252,25.136950,24.339077,9.700032,0,ok,mpirun -np 16 ./bin/mm_2d 1200 3000 1200,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x1200), C(1200x1200) Parallel Time: 0.606252 seconds",3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1200,25,14.755614,1.000000,1.000000,14.755614,0,ok,./bin/mm_serial 1200 3000 1200,Time: 14.755614 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1200,25,1.786120,8.621649,8.261267,44.653000,0,ok,mpirun -np 25 ./bin/mm_1d 1200 3000 1200,Local Matrix Multiplication Compute Time: 1.10069 seconds Total Runtime: 1.78612 seconds,3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1200,25,0.680477,22.395064,21.684222,17.011925,0,ok,mpirun -np 25 ./bin/mm_2d 1200 3000 1200,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3000), B(3000x1200), C(1200x1200) Parallel Time: 0.680477 seconds",3600000,3600000,1440000,8640000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1800,1,66.991819,1.000000,1.000000,66.991819,0,ok,./bin/mm_serial 1200 3000 1800,Time: 66.991819 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1800,1,13.911400,1.000000,4.815606,13.911400,0,ok,mpirun -np 1 ./bin/mm_1d 1200 3000 1800,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 13.8326 seconds Total Runtime: 13.9114 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1800,1,13.915102,1.000000,4.814325,13.915102,0,ok,mpirun -np 1 ./bin/mm_2d 1200 3000 1800,"mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x1800), C(1200x1800) Parallel Time: 13.915102 seconds",3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1800,4,66.991819,1.000000,1.000000,66.991819,0,ok,./bin/mm_serial 1200 3000 1800,Time: 66.991819 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1800,4,3.717310,3.742330,18.021585,14.869240,0,ok,mpirun -np 4 ./bin/mm_1d 1200 3000 1800,Local Matrix Multiplication Compute Time: 3.60975 seconds Total Runtime: 3.71731 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1800,4,2.892281,4.811117,23.162279,11.569124,0,ok,mpirun -np 4 ./bin/mm_2d 1200 3000 1800,"mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x1800), C(1200x1800) Parallel Time: 2.892281 seconds",3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1800,9,66.991819,1.000000,1.000000,66.991819,0,ok,./bin/mm_serial 1200 3000 1800,Time: 66.991819 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1800,9,1.953960,7.119593,34.285154,17.585640,0,ok,mpirun -np 9 ./bin/mm_1d 1200 3000 1800,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 1.78208 seconds Total Runtime: 1.95396 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1800,9,1.556325,8.941000,43.044878,14.006925,0,ok,mpirun -np 9 ./bin/mm_2d 1200 3000 1800,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x1800), C(1200x1800) Parallel Time: 1.556325 seconds",3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1800,16,66.991819,1.000000,1.000000,66.991819,0,ok,./bin/mm_serial 1200 3000 1800,Time: 66.991819 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1800,16,1.342560,10.361846,49.898566,21.480960,0,ok,mpirun -np 16 ./bin/mm_1d 1200 3000 1800,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 1.06261 seconds Total Runtime: 1.34256 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1800,16,1.085172,12.822946,61.733826,17.362752,0,ok,mpirun -np 16 ./bin/mm_2d 1200 3000 1800,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x1800), C(1200x1800) Parallel Time: 1.085172 seconds",3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,1800,25,66.991819,1.000000,1.000000,66.991819,0,ok,./bin/mm_serial 1200 3000 1800,Time: 66.991819 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,1800,25,1.939960,7.170973,34.532577,48.499000,0,ok,mpirun -np 25 ./bin/mm_1d 1200 3000 1800,mpirun: Forwarding signal 20 to job mpirun: Forwarding signal 18 to job Local Matrix Multiplication Compute Time: 1.4641 seconds Total Runtime: 1.93996 seconds,3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,1800,25,0.999554,13.921311,67.021711,24.988850,0,ok,mpirun -np 25 ./bin/mm_2d 1200 3000 1800,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3000), B(3000x1800), C(1200x1800) Parallel Time: 0.999554 seconds",3600000,5400000,2160000,12960000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,2400,1,26.969386,1.000000,1.000000,26.969386,0,ok,./bin/mm_serial 1200 3000 2400,Time: 26.969386 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,2400,1,27.006300,1.000000,0.998633,27.006300,0,ok,mpirun -np 1 ./bin/mm_1d 1200 3000 2400,Local Matrix Multiplication Compute Time: 26.9112 seconds Total Runtime: 27.0063 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,2400,1,27.054333,1.000000,0.996860,27.054333,0,ok,mpirun -np 1 ./bin/mm_2d 1200 3000 2400,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x2400), C(1200x2400) Parallel Time: 27.054333 seconds",3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,2400,4,26.969386,1.000000,1.000000,26.969386,0,ok,./bin/mm_serial 1200 3000 2400,Time: 26.969386 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,2400,4,7.274450,3.712487,3.707412,29.097800,0,ok,mpirun -np 4 ./bin/mm_1d 1200 3000 2400,Local Matrix Multiplication Compute Time: 7.13951 seconds Total Runtime: 7.27445 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,2400,4,4.683288,5.776782,5.758644,18.733152,0,ok,mpirun -np 4 ./bin/mm_2d 1200 3000 2400,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x2400), C(1200x2400) Parallel Time: 4.683288 seconds",3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,2400,9,26.969386,1.000000,1.000000,26.969386,0,ok,./bin/mm_serial 1200 3000 2400,Time: 26.969386 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,2400,9,3.521590,7.668780,7.658298,31.694310,0,ok,mpirun -np 9 ./bin/mm_1d 1200 3000 2400,Local Matrix Multiplication Compute Time: 3.30002 seconds Total Runtime: 3.52159 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,2400,9,2.653361,10.196250,10.164235,23.880249,0,ok,mpirun -np 9 ./bin/mm_2d 1200 3000 2400,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x2400), C(1200x2400) Parallel Time: 2.653361 seconds",3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,2400,16,26.969386,1.000000,1.000000,26.969386,0,ok,./bin/mm_serial 1200 3000 2400,Time: 26.969386 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,2400,16,2.513130,10.746082,10.731393,40.210080,0,ok,mpirun -np 16 ./bin/mm_1d 1200 3000 2400,Local Matrix Multiplication Compute Time: 2.14333 seconds Total Runtime: 2.51313 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,2400,16,1.362144,19.861581,19.799218,21.794304,0,ok,mpirun -np 16 ./bin/mm_2d 1200 3000 2400,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x2400), C(1200x2400) Parallel Time: 1.362144 seconds",3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,2400,25,26.969386,1.000000,1.000000,26.969386,0,ok,./bin/mm_serial 1200 3000 2400,Time: 26.969386 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 2 (MM-1D),1200,3000,2400,25,2.823800,9.563815,9.550742,70.595000,0,ok,mpirun -np 25 ./bin/mm_1d 1200 3000 2400,Local Matrix Multiplication Compute Time: 1.98961 seconds Total Runtime: 2.8238 seconds,3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 3 (MM-2D),1200,3000,2400,25,1.830113,14.782876,14.736459,45.752825,0,ok,mpirun -np 25 ./bin/mm_2d 1200 3000 2400,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3000), B(3000x2400), C(1200x2400) Parallel Time: 1.830113 seconds",3600000,7200000,2880000,17280000000,0,1,0,n_dominant
Implementation 1 (Serial),1200,3000,3000,1,24.271415,1.000000,1.000000,24.271415,0,ok,./bin/mm_serial 1200 3000 3000,Time: 24.271415 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,3000,3000,1,23.196800,1.000000,1.046326,23.196800,0,ok,mpirun -np 1 ./bin/mm_1d 1200 3000 3000,Local Matrix Multiplication Compute Time: 23.0854 seconds Total Runtime: 23.1968 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,3000,3000,1,23.187339,1.000000,1.046753,23.187339,0,ok,mpirun -np 1 ./bin/mm_2d 1200 3000 3000,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x3000), C(1200x3000) Parallel Time: 23.187339 seconds",3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 1 (Serial),1200,3000,3000,4,24.271415,1.000000,1.000000,24.271415,0,ok,./bin/mm_serial 1200 3000 3000,Time: 24.271415 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,3000,3000,4,6.221570,3.728448,3.901172,24.886280,0,ok,mpirun -np 4 ./bin/mm_1d 1200 3000 3000,Local Matrix Multiplication Compute Time: 6.06128 seconds Total Runtime: 6.22157 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,3000,3000,4,6.057872,3.827638,4.006591,24.231488,0,ok,mpirun -np 4 ./bin/mm_2d 1200 3000 3000,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x3000), C(1200x3000) Parallel Time: 6.057872 seconds",3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 1 (Serial),1200,3000,3000,9,24.271415,1.000000,1.000000,24.271415,0,ok,./bin/mm_serial 1200 3000 3000,Time: 24.271415 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,3000,3000,9,3.245610,7.147131,7.478229,29.210490,0,ok,mpirun -np 9 ./bin/mm_1d 1200 3000 3000,Local Matrix Multiplication Compute Time: 2.96686 seconds Total Runtime: 3.24561 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,3000,3000,9,3.040323,7.626604,7.983170,27.362907,0,ok,mpirun -np 9 ./bin/mm_2d 1200 3000 3000,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x3000), C(1200x3000) Parallel Time: 3.040323 seconds",3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 1 (Serial),1200,3000,3000,16,24.271415,1.000000,1.000000,24.271415,0,ok,./bin/mm_serial 1200 3000 3000,Time: 24.271415 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,3000,3000,16,2.212170,10.485993,10.971768,35.394720,0,ok,mpirun -np 16 ./bin/mm_1d 1200 3000 3000,Local Matrix Multiplication Compute Time: 1.77788 seconds Total Runtime: 2.21217 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,3000,3000,16,2.061254,11.249142,11.775072,32.980064,0,ok,mpirun -np 16 ./bin/mm_2d 1200 3000 3000,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x3000), C(1200x3000) Parallel Time: 2.061254 seconds",3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 1 (Serial),1200,3000,3000,25,24.271415,1.000000,1.000000,24.271415,0,ok,./bin/mm_serial 1200 3000 3000,Time: 24.271415 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 2 (MM-1D),1200,3000,3000,25,3.094030,7.497277,7.844596,77.350750,0,ok,mpirun -np 25 ./bin/mm_1d 1200 3000 3000,Local Matrix Multiplication Compute Time: 2.38056 seconds Total Runtime: 3.09403 seconds,3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 3 (MM-2D),1200,3000,3000,25,1.831996,12.656872,13.248618,45.799900,0,ok,mpirun -np 25 ./bin/mm_2d 1200 3000 3000,"MM-2D completed Processes (P): 25 Grid size    : 5 x 5 Matrix sizes : A(1200x3000), B(3000x3000), C(1200x3000) Parallel Time: 1.831996 seconds",3600000,9000000,3600000,21600000000,0,1,0,mixed
Implementation 1 (Serial),1200,3000,3600,1,41.230375,1.000000,1.000000,41.230375,0,ok,./bin/mm_serial 1200 3000 3600,Time: 41.230375 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,3000,3600,1,41.010400,1.000000,1.005364,41.010400,0,ok,mpirun -np 1 ./bin/mm_1d 1200 3000 3600,Local Matrix Multiplication Compute Time: 40.8839 seconds Total Runtime: 41.0104 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,3000,3600,1,41.032048,1.000000,1.004833,41.032048,0,ok,mpirun -np 1 ./bin/mm_2d 1200 3000 3600,"MM-2D completed Processes (P): 1 Grid size    : 1 x 1 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 41.032048 seconds",3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,3000,3600,4,41.230375,1.000000,1.000000,41.230375,0,ok,./bin/mm_serial 1200 3000 3600,Time: 41.230375 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,3000,3600,4,10.895400,3.764010,3.784200,43.581600,0,ok,mpirun -np 4 ./bin/mm_1d 1200 3000 3600,Local Matrix Multiplication Compute Time: 10.7107 seconds Total Runtime: 10.8954 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,3000,3600,4,7.203479,5.696143,5.723675,28.813916,0,ok,mpirun -np 4 ./bin/mm_2d 1200 3000 3600,"MM-2D completed Processes (P): 4 Grid size    : 2 x 2 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 7.203479 seconds",3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,3000,3600,9,41.230375,1.000000,1.000000,41.230375,0,ok,./bin/mm_serial 1200 3000 3600,Time: 41.230375 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,3000,3600,9,5.473840,7.492071,7.532258,49.264560,0,ok,mpirun -np 9 ./bin/mm_1d 1200 3000 3600,Local Matrix Multiplication Compute Time: 5.16485 seconds Total Runtime: 5.47384 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,3000,3600,9,3.699402,11.091535,11.145146,33.294618,0,ok,mpirun -np 9 ./bin/mm_2d 1200 3000 3600,"MM-2D completed Processes (P): 9 Grid size    : 3 x 3 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 3.699402 seconds",3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,3000,3600,16,41.230375,1.000000,1.000000,41.230375,0,ok,./bin/mm_serial 1200 3000 3600,Time: 41.230375 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,3000,3600,16,3.599930,11.391999,11.453105,57.598880,0,ok,mpirun -np 16 ./bin/mm_1d 1200 3000 3600,Local Matrix Multiplication Compute Time: 3.09031 seconds Total Runtime: 3.59993 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 3 (MM-2D),1200,3000,3600,16,2.236603,18.345700,18.434373,35.785648,0,ok,mpirun -np 16 ./bin/mm_2d 1200 3000 3600,"MM-2D completed Processes (P): 16 Grid size    : 4 x 4 Matrix sizes : A(1200x3000), B(3000x3600), C(1200x3600) Parallel Time: 2.236603 seconds",3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 1 (Serial),1200,3000,3600,25,41.230375,1.000000,1.000000,41.230375,0,ok,./bin/mm_serial 1200 3000 3600,Time: 41.230375 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
Implementation 2 (MM-1D),1200,3000,3600,25,4.641800,8.835021,8.882411,116.045000,0,ok,mpirun -np 25 ./bin/mm_1d 1200 3000 3600,Local Matrix Multiplication Compute Time: 3.67057 seconds Total Runtime: 4.6418 seconds,3600000,10800000,4320000,25920000000,0,0,1,q_dominant
