implementation,shape_type,m,n,q,p,total_ops,avg_seconds,avg_speedup,avg_serial_speedup,avg_cost,sample_count
Implementation 3 (MM-2D),q_dominant,1200,1200,3600,9,10368000000,30.975877000,1.300653,1.778413,278.782893000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,3600,16,10368000000,0.590420000,68.237658,93.302893,9.446720000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,3600,25,10368000000,0.743818000,54.164968,74.060985,18.595450000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,4200,1,12096000000,12.436484000,1.000000,1.028182,12.436484000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,4200,4,12096000000,2.387172000,5.209714,5.356535,9.548688000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,4200,9,12096000000,1.271558000,9.780509,10.056145,11.444022000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,4200,16,12096000000,0.864940000,14.378435,14.783651,13.839040000,1
Implementation 3 (MM-2D),q_dominant,1200,1200,4200,25,12096000000,0.804941000,15.450181,15.885600,20.123525000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,2400,1,10368000000,16.095591000,1.000000,0.993109,16.095591000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,2400,4,10368000000,1.622269000,9.921654,9.853286,6.489076000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,2400,9,10368000000,0.988781000,16.278216,16.166047,8.899029000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,2400,16,10368000000,0.587720000,27.386495,27.197781,9.403520000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,2400,25,10368000000,0.751705000,21.412111,21.264565,18.792625000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3000,1,12960000000,13.929689000,1.000000,1.030850,13.929689000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3000,4,12960000000,2.745112000,5.074361,5.230906,10.980448000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3000,9,12960000000,1.495197000,9.316290,9.603700,13.456773000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3000,16,12960000000,0.953093000,14.615246,15.066131,15.249488000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3000,25,12960000000,0.932761000,14.933824,15.394537,23.319025000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3600,1,15552000000,17.842884000,1.000000,1.061624,17.842884000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3600,4,15552000000,3.854509000,4.629094,4.914356,15.418036000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3600,9,15552000000,2.110599000,8.453943,8.974907,18.995391000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3600,16,15552000000,1.198131000,14.892265,15.809982,19.170096000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,3600,25,15552000000,1.226945000,14.542530,15.438695,30.673625000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,4200,1,18144000000,18.685831000,1.000000,1.031897,18.685831000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,4200,4,18144000000,5.197971000,3.594832,3.709495,20.791884000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,4200,9,18144000000,2.575411000,7.255475,7.486902,23.178699000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,4200,16,18144000000,1.759206000,10.621741,10.960541,28.147296000,1
Implementation 3 (MM-2D),q_dominant,1200,1800,4200,25,18144000000,1.455933000,12.834266,13.243638,36.398325000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3000,1,17280000000,18.543887000,1.000000,1.034710,18.543887000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3000,4,17280000000,4.667123000,3.973302,4.111216,18.668492000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3000,9,17280000000,2.400552000,7.724843,7.992975,21.604968000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3000,16,17280000000,1.677830000,11.052304,11.435933,26.845280000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3000,25,17280000000,1.473813000,12.582252,13.018986,36.845325000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3600,1,20736000000,32.762916000,1.000000,1.009958,32.762916000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3600,4,20736000000,5.765289000,5.682788,5.739380,23.061156000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3600,9,20736000000,2.926406000,11.195615,11.307106,26.337654000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3600,16,20736000000,1.770037000,18.509735,18.694063,28.320592000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,3600,25,20736000000,1.902701000,17.219162,17.390637,47.567525000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,4200,1,24192000000,25.007796000,1.000000,1.037118,25.007796000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,4200,4,24192000000,7.044209000,3.550121,3.681894,28.176836000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,4200,9,24192000000,3.405979000,7.342322,7.614853,30.653811000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,4200,16,24192000000,2.420731000,10.330679,10.714132,38.731696000,1
Implementation 3 (MM-2D),q_dominant,1200,2400,4200,25,24192000000,2.227971000,11.224471,11.641099,55.699275000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,3600,1,25920000000,41.032048000,1.000000,1.004833,41.032048000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,3600,4,25920000000,7.203479000,5.696143,5.723675,28.813916000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,3600,9,25920000000,3.699402000,11.091535,11.145146,33.294618000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,3600,16,25920000000,2.236603000,18.345700,18.434373,35.785648000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,3600,25,25920000000,2.429112000,16.891789,16.973435,60.727800000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,4200,1,30240000000,31.802443000,1.000000,1.069463,31.802443000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,4200,4,30240000000,8.793540000,3.616569,3.867785,35.174160000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,4200,9,30240000000,4.238767000,7.502758,8.023920,38.148903000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,4200,16,30240000000,2.930572000,10.851958,11.605764,46.889152000,1
Implementation 3 (MM-2D),q_dominant,1200,3000,4200,25,30240000000,2.877887000,11.050623,11.818228,71.947175000,1
Implementation 3 (MM-2D),q_dominant,1200,3600,4200,1,36288000000,41.914795000,1.000000,1.125325,41.914795000,1
Implementation 3 (MM-2D),q_dominant,1200,3600,4200,4,36288000000,10.579483000,3.961894,4.458419,42.317932000,1
Implementation 3 (MM-2D),q_dominant,1200,3600,4200,9,36288000000,5.003220000,8.377564,9.427482,45.028980000,1
Implementation 3 (MM-2D),q_dominant,1200,3600,4200,16,36288000000,3.549062000,11.810105,13.290206,56.784992000,1
Implementation 3 (MM-2D),q_dominant,1200,3600,4200,25,36288000000,3.419298000,12.258304,13.794576,85.482450000,1
Implementation 3 (MM-2D),q_dominant,1800,600,2400,1,5184000000,2.927927000,1.000000,1.177511,2.927927000,1
Implementation 3 (MM-2D),q_dominant,1800,600,2400,4,5184000000,0.803073000,3.645904,4.293090,3.212292000,1
Implementation 3 (MM-2D),q_dominant,1800,600,2400,9,5184000000,0.439684000,6.659162,7.841234,3.957156000,1
Implementation 3 (MM-2D),q_dominant,1800,600,2400,16,5184000000,0.278816000,10.501288,12.365377,4.461056000,1
Implementation 3 (MM-2D),q_dominant,1800,600,2400,25,5184000000,0.318925000,9.180613,10.810269,7.973125000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3000,1,6480000000,3.746373000,1.000000,1.061479,3.746373000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3000,4,6480000000,0.899290000,4.165923,4.422038,3.597160000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3000,9,6480000000,0.496649000,7.543301,8.007053,4.469841000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3000,16,6480000000,0.320181000,11.700797,12.420147,5.122896000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3000,25,6480000000,0.332762000,11.258416,11.950568,8.319050000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3600,1,7776000000,4.225901000,1.000000,1.169298,4.225901000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3600,4,7776000000,1.165783000,3.624946,4.238642,4.663132000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3600,9,7776000000,0.610539000,6.921591,8.093401,5.494851000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3600,16,7776000000,0.379805000,11.126502,13.010195,6.076880000,1
Implementation 3 (MM-2D),q_dominant,1800,600,3600,25,7776000000,0.400590000,10.549192,12.335148,10.014750000,1
Implementation 3 (MM-2D),q_dominant,1800,600,4200,1,9072000000,5.779989000,1.000000,1.055410,5.779989000,1
Implementation 3 (MM-2D),q_dominant,1800,600,4200,4,9072000000,1.247357000,4.633789,4.890545,4.989428000,1
Implementation 3 (MM-2D),q_dominant,1800,600,4200,9,9072000000,0.713592000,8.099851,8.548661,6.422328000,1
Implementation 3 (MM-2D),q_dominant,1800,600,4200,16,9072000000,0.428966000,13.474236,14.220838,6.863456000,1
Implementation 3 (MM-2D),q_dominant,1800,600,4200,25,9072000000,0.450577000,12.827972,13.538765,11.264425000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,2400,1,10368000000,13.066391000,1.000000,1.068412,13.066391000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,2400,4,10368000000,1.725629000,7.571958,8.089971,6.902516000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,2400,9,10368000000,0.864042000,15.122403,16.156955,7.776378000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,2400,16,10368000000,0.552443000,23.652017,25.270097,8.839088000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,2400,25,10368000000,0.636228000,20.537278,21.942272,15.905700000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3000,1,12960000000,13.286149000,1.000000,1.036849,13.286149000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3000,4,12960000000,1.947675000,6.821543,7.072912,7.790700000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3000,9,12960000000,1.094630000,12.137571,12.584830,9.851670000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3000,16,12960000000,0.801755000,16.571333,17.181973,12.828080000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3000,25,12960000000,0.696114000,19.086168,19.789478,17.402850000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3600,1,15552000000,15.370522000,1.000000,1.037521,15.370522000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3600,4,15552000000,2.438269000,6.303866,6.540391,9.753076000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3600,9,15552000000,1.422309000,10.806739,11.212213,12.800781000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3600,16,15552000000,0.890035000,17.269570,17.917534,14.240560000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,3600,25,15552000000,0.984156000,15.617973,16.203968,24.603900000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,4200,1,18144000000,48.717315000,1.000000,0.393547,48.717315000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,4200,4,18144000000,33.917765000,1.436336,0.565266,135.671060000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,4200,9,18144000000,1.927954000,25.268920,9.944506,17.351586000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,4200,16,18144000000,1.420070000,34.306277,13.501131,22.721120000,1
Implementation 3 (MM-2D),q_dominant,1800,1200,4200,25,18144000000,1.136781000,42.855497,16.865650,28.419525000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,2400,1,15552000000,24.268399000,1.000000,0.998709,24.268399000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,2400,4,15552000000,2.562540000,9.470447,9.458219,10.250160000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,2400,9,15552000000,1.506094000,16.113469,16.092664,13.554846000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,2400,16,15552000000,0.928116000,26.148024,26.114262,14.849856000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,2400,25,15552000000,1.220012000,19.891935,19.866250,30.500300000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3000,1,19440000000,20.898417000,1.000000,1.028935,20.898417000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3000,4,19440000000,3.982818000,5.247143,5.398968,15.931272000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3000,9,19440000000,2.246234000,9.303758,9.572959,20.216106000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3000,16,19440000000,1.681624000,12.427521,12.787108,26.905984000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3000,25,19440000000,1.393537000,14.996672,15.430596,34.838425000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3600,1,23328000000,26.071343000,1.000000,1.094489,26.071343000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3600,4,23328000000,5.656096000,4.609424,5.044962,22.624384000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3600,9,23328000000,3.220565000,8.095270,8.860182,28.985085000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3600,16,23328000000,1.758541000,14.825553,16.226401,28.136656000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,3600,25,23328000000,1.931493000,13.498026,14.773438,48.287325000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,4200,1,27216000000,27.967605000,1.000000,1.034051,27.967605000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,4200,4,27216000000,7.708725000,3.628045,3.751584,30.834900000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,4200,9,27216000000,3.818703000,7.323849,7.573233,34.368327000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,4200,16,27216000000,2.608956000,10.719845,11.084867,41.743296000,1
Implementation 3 (MM-2D),q_dominant,1800,1800,4200,25,27216000000,2.178011000,12.840892,13.278137,54.450275000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3000,1,25920000000,27.782832000,1.000000,1.043877,27.782832000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3000,4,25920000000,7.156515000,3.882173,4.052511,28.626060000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3000,9,25920000000,3.609521000,7.697097,8.034822,32.485689000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3000,16,25920000000,2.492001000,11.148805,11.637980,39.872016000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3000,25,25920000000,2.141075000,12.976113,13.545466,53.526875000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3600,1,31104000000,51.230478000,1.000000,1.034170,51.230478000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3600,4,31104000000,9.126535000,5.613355,5.805164,36.506140000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3600,9,31104000000,6.049987000,8.467866,8.757215,54.449883000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3600,16,31104000000,4.092519000,12.518079,12.945825,65.480304000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,3600,25,31104000000,3.074752000,16.661662,17.230994,76.868800000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,4200,1,36288000000,37.313432000,1.000000,1.042483,37.313432000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,4200,4,36288000000,10.534893000,3.541890,3.692359,42.139572000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,4200,9,36288000000,5.146988000,7.249567,7.557548,46.322892000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,4200,16,36288000000,3.564160000,10.469068,10.913822,57.026560000,1
Implementation 3 (MM-2D),q_dominant,1800,2400,4200,25,36288000000,3.228232000,11.558473,12.049508,80.705800000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,3600,1,38880000000,61.637151000,1.000000,1.002813,61.637151000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,3600,4,38880000000,10.935628000,5.636361,5.652214,43.742512000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,3600,9,38880000000,5.546921000,11.111958,11.143210,49.922289000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,3600,16,38880000000,3.331522000,18.501199,18.553234,53.304352000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,3600,25,38880000000,3.586162000,17.187498,17.235838,89.654050000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,4200,1,45360000000,47.585180000,1.000000,1.068976,47.585180000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,4200,4,45360000000,13.141605000,3.620956,3.870716,52.566420000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,4200,9,45360000000,6.370352000,7.469788,7.985026,57.333168000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,4200,16,45360000000,4.396548000,10.823305,11.569856,70.344768000,1
Implementation 3 (MM-2D),q_dominant,1800,3000,4200,25,45360000000,4.307985000,11.045809,11.807707,107.699625000,1
Implementation 3 (MM-2D),q_dominant,1800,3600,4200,1,54432000000,62.752492000,1.000000,1.107155,62.752492000,1
Implementation 3 (MM-2D),q_dominant,1800,3600,4200,4,54432000000,15.798933000,3.971945,4.397560,63.195732000,1
Implementation 3 (MM-2D),q_dominant,1800,3600,4200,9,54432000000,7.634062000,8.220066,9.100890,68.706558000,1
Implementation 3 (MM-2D),q_dominant,1800,3600,4200,16,54432000000,5.309424000,11.819077,13.085555,84.950784000,1
Implementation 3 (MM-2D),q_dominant,1800,3600,4200,25,54432000000,4.974501000,12.614832,13.966578,124.362525000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3000,1,8640000000,4.948725000,1.000000,1.070098,4.948725000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3000,4,8640000000,1.204490000,4.108565,4.396567,4.817960000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3000,9,8640000000,0.669139000,7.395661,7.914082,6.022251000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3000,16,8640000000,0.410978000,12.041338,12.885412,6.575648000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3000,25,8640000000,0.435511000,11.363031,12.159557,10.887775000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3600,1,10368000000,5.548826000,1.000000,1.161611,5.548826000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3600,4,10368000000,1.556868000,3.564095,4.140092,6.227472000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3600,9,10368000000,0.804967000,6.893234,8.007255,7.244703000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3600,16,10368000000,0.482243000,11.506286,13.365826,7.715888000,1
Implementation 3 (MM-2D),q_dominant,2400,600,3600,25,10368000000,0.525458000,10.559980,12.266586,13.136450000,1
Implementation 3 (MM-2D),q_dominant,2400,600,4200,1,12096000000,7.545488000,1.000000,1.033923,7.545488000,1
Implementation 3 (MM-2D),q_dominant,2400,600,4200,4,12096000000,1.654551000,4.560444,4.715151,6.618204000,1
Implementation 3 (MM-2D),q_dominant,2400,600,4200,9,12096000000,0.922812000,8.176625,8.454005,8.305308000,1
Implementation 3 (MM-2D),q_dominant,2400,600,4200,16,12096000000,0.566141000,13.327931,13.780060,9.058256000,1
Implementation 3 (MM-2D),q_dominant,2400,600,4200,25,12096000000,0.595193000,12.677380,13.107441,14.879825000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3000,1,17280000000,166.144835000,1.000000,1.001373,166.144835000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3000,4,17280000000,3.998368000,41.553162,41.610198,15.993472000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3000,9,17280000000,2.537044000,65.487565,65.577453,22.833396000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3000,16,17280000000,1.875806000,88.572504,88.694078,30.012896000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3000,25,17280000000,1.359342000,122.224455,122.392218,33.983550000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3600,1,20736000000,20.461411000,1.000000,1.042051,20.461411000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3600,4,20736000000,3.285448000,6.227891,6.489780,13.141792000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3600,9,20736000000,1.974142000,10.364711,10.800558,17.767278000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3600,16,20736000000,1.269227000,16.121160,16.799072,20.307632000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,3600,25,20736000000,1.326829000,15.421287,16.069769,33.170725000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,4200,1,24192000000,25.471494000,1.000000,1.066720,25.471494000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,4200,4,24192000000,4.934546000,5.161872,5.506273,19.738184000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,4200,9,24192000000,2.589823000,9.835226,10.491435,23.308407000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,4200,16,24192000000,1.716972000,14.835125,15.824928,27.471552000,1
Implementation 3 (MM-2D),q_dominant,2400,1200,4200,25,24192000000,1.657274000,15.369513,16.394971,41.431850000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3000,1,25920000000,27.806718000,1.000000,1.034881,27.806718000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3000,4,25920000000,5.633761000,4.935729,5.107895,22.535044000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3000,9,25920000000,3.034950000,9.162167,9.481757,27.314550000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3000,16,25920000000,1.841756000,15.097938,15.624576,29.468096000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3000,25,25920000000,1.793163000,15.507078,16.047987,44.829075000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3600,1,31104000000,34.850563000,1.000000,1.103511,34.850563000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3600,4,31104000000,7.619737000,4.573723,5.047155,30.478948000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3600,9,31104000000,4.377874000,7.960614,8.784627,39.400866000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3600,16,31104000000,2.246237000,15.515087,17.121075,35.939792000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,3600,25,31104000000,2.408849000,14.467724,15.965298,60.221225000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,4200,1,36288000000,37.299959000,1.000000,1.031439,37.299959000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,4200,4,36288000000,10.366106000,3.598261,3.711387,41.464424000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,4200,9,36288000000,5.116660000,7.289904,7.519090,46.049940000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,4200,16,36288000000,3.499184000,10.659616,10.994743,55.986944000,1
Implementation 3 (MM-2D),q_dominant,2400,1800,4200,25,36288000000,2.857972000,13.051198,13.461514,71.449300000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3000,1,34560000000,37.120360000,1.000000,1.038090,37.120360000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3000,4,34560000000,9.240424000,4.017171,4.170185,36.961696000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3000,9,34560000000,4.824480000,7.694168,7.987240,43.420320000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3000,16,34560000000,3.241307000,11.452281,11.888501,51.860912000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3000,25,34560000000,2.829826000,13.117542,13.617191,70.745650000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3600,1,41472000000,65.853459000,1.000000,1.003405,65.853459000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3600,4,41472000000,11.328390000,5.813135,5.832929,45.313560000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3600,9,41472000000,5.904663000,11.152789,11.190766,53.141967000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3600,16,41472000000,3.461880000,19.022456,19.087230,55.390080000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,3600,25,41472000000,3.418179000,19.265655,19.331258,85.454475000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,4200,1,48384000000,49.744147000,1.000000,1.042801,49.744147000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,4200,4,48384000000,14.048608000,3.540859,3.692410,56.194432000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,4200,9,48384000000,6.809367000,7.305253,7.617921,61.284303000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,4200,16,48384000000,4.833383000,10.291787,10.732280,77.334128000,1
Implementation 3 (MM-2D),q_dominant,2400,2400,4200,25,48384000000,4.330659000,11.486507,11.978136,108.266475000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,3600,1,51840000000,82.349964000,1.000000,1.006428,82.349964000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,3600,4,51840000000,14.399722000,5.718858,5.755620,57.598888000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,3600,9,51840000000,7.308911000,11.267063,11.339492,65.780199000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,3600,16,51840000000,4.410526000,18.671234,18.791259,70.568416000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,3600,25,51840000000,4.584590000,17.962340,18.077807,114.614750000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,4200,1,60480000000,63.192648000,1.000000,1.071973,63.192648000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,4200,4,60480000000,17.698633000,3.570482,3.827462,70.794532000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,4200,9,60480000000,8.389234000,7.532589,8.074735,75.503106000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,4200,16,60480000000,5.786036000,10.921579,11.707642,92.576576000,1
Implementation 3 (MM-2D),q_dominant,2400,3000,4200,25,60480000000,5.510131000,11.468447,12.293871,137.753275000,1
Implementation 3 (MM-2D),q_dominant,2400,3600,4200,1,72576000000,86.031121000,1.000000,1.080033,86.031121000,1
Implementation 3 (MM-2D),q_dominant,2400,3600,4200,4,72576000000,21.221799000,4.053903,4.378350,84.887196000,1
Implementation 3 (MM-2D),q_dominant,2400,3600,4200,9,72576000000,10.030701000,8.576781,9.263208,90.276309000,1
Implementation 3 (MM-2D),q_dominant,2400,3600,4200,16,72576000000,7.025183000,12.246104,13.226199,112.402928000,1
Implementation 3 (MM-2D),q_dominant,2400,3600,4200,25,72576000000,6.746550000,12.751869,13.772442,168.663750000,1
Implementation 3 (MM-2D),q_dominant,3000,600,3600,1,12960000000,7.110955000,1.000000,1.130283,7.110955000,1
Implementation 3 (MM-2D),q_dominant,3000,600,3600,4,12960000000,1.929971000,3.684488,4.164514,7.719884000,1
Implementation 3 (MM-2D),q_dominant,3000,600,3600,9,12960000000,1.001659000,7.099177,8.024080,9.014931000,1
Implementation 3 (MM-2D),q_dominant,3000,600,3600,16,12960000000,0.596940000,11.912345,13.464321,9.551040000,1
Implementation 3 (MM-2D),q_dominant,3000,600,3600,25,12960000000,0.643190000,11.055761,12.496140,16.079750000,1
Implementation 3 (MM-2D),q_dominant,3000,600,4200,1,15120000000,9.855120000,1.000000,1.081958,9.855120000,1
Implementation 3 (MM-2D),q_dominant,3000,600,4200,4,15120000000,2.024418000,4.868125,5.267108,8.097672000,1
Implementation 3 (MM-2D),q_dominant,3000,600,4200,9,15120000000,1.171125000,8.415088,9.104774,10.540125000,1
Implementation 3 (MM-2D),q_dominant,3000,600,4200,16,15120000000,0.697235000,14.134574,15.293020,11.155760000,1
Implementation 3 (MM-2D),q_dominant,3000,600,4200,25,15120000000,0.726066000,13.573312,14.685757,18.151650000,1
